LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default_payment_next_month
10000,2,3,2,31,0,0,0,-2,-2,-2,10154,10400,0,0,0,0,1400,0,0,0,0,0,1
50000,1,3,2,28,0,0,0,0,0,0,17868,18028,38126,18690,19082,19505,1711,20809,668,692,740,632,0
160000,1,4,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,2,2,1,50,2,2,2,2,-1,0,29468,29688,28919,28000,13393,10539,1000,159,28426,24682,12,0,1
200000,2,4,2,40,-1,-1,-2,-2,-1,0,7277,-6,-6,3044,4412,3412,6,0,3050,4412,0,0,0
50000,1,3,2,40,0,0,0,0,0,0,14633,12921,13957,16703,17052,17391,1218,1254,3000,617,621,643,1
20000,2,4,2,24,-1,-1,-1,-1,0,-1,390,390,390,1052,662,1202,390,390,1052,0,2030,5485,0
360000,1,3,1,32,-1,-1,-1,0,0,-1,942,3670,33148,33829,16555,7090,3678,33148,1287,413,7127,1193,0
50000,1,1,2,22,0,0,0,0,0,0,6514,7513,9981,10442,10496,10933,1500,3000,1000,600,1000,404,0
60000,2,4,2,31,-1,-1,-1,0,0,-1,9815,11093,699,699,0,1000,11160,699,0,0,1430,850,0
160000,1,3,2,59,0,0,0,0,0,0,86249,85764,83764,75088,69753,66574,5000,4214,4014,2500,3000,3000,0
50000,2,3,2,30,0,0,0,0,0,0,48779,50097,50313,10264,10082,9899,2400,1700,348,354,362,320,0
60000,2,3,1,32,0,0,0,0,0,0,13070,14542,15998,16706,17188,17394,2000,2000,1278,760,631,786,0
230000,2,4,2,30,0,0,0,0,0,0,185129,185099,186698,181156,129441,135383,10024,8638,6500,50000,8008,4789,0
240000,2,3,1,41,-2,-1,-1,-1,-2,-2,852,1738,186673,5517,2660,1480,1746,187473,5517,2660,1480,0,0
80000,2,2,1,44,-1,-1,-1,-1,-1,-1,485,10735,2954,24243,7043,13531,10735,2957,24277,7046,13671,3206,0
210000,1,3,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0
60000,1,3,1,35,2,2,2,2,2,2,20195,21267,21332,21680,23011,23498,1700,700,1000,2000,1000,0,0
470000,1,4,2,30,-2,-2,-2,-2,-2,-2,9884,3285,5103,9258,4305,10001,3301,5127,9304,4326,10051,7661,0
100000,2,2,1,26,0,0,0,0,0,0,45807,47099,40027,37735,35437,34155,5000,2500,3000,1597,2457,5660,0
500000,1,3,2,33,0,0,0,0,0,0,134503,114682,124240,131006,137911,119343,20031,20029,20058,20127,10000,10027,0
190000,1,3,1,42,0,0,0,0,0,0,31323,28890,26793,27304,25845,22796,1500,1500,2000,1500,898,1000,0
220000,2,2,1,52,2,0,0,0,0,0,220053,222857,196510,120570,121664,122971,9000,6100,6000,4600,5500,3000,1
160000,1,3,2,37,1,-2,-2,-2,-1,-1,0,0,0,0,461,603,0,0,0,461,603,829,0
210000,2,4,2,27,0,0,0,0,0,0,21275,18405,76779,67518,66364,65038,2079,67000,2300,2365,2000,2000,0
280000,1,3,1,49,0,0,0,0,0,0,94916,96838,98878,100899,102900,105057,3500,3600,3666,3683,3815,3900,0
150000,2,4,1,28,0,-1,-1,-1,-1,-1,58322,36865,32311,12791,390,1508,36865,32311,12956,390,1508,2224,0
50000,2,4,2,32,1,2,2,2,0,0,20091,20175,22718,22057,23044,24990,700,3200,0,1500,2340,924,1
60000,2,2,1,46,0,0,0,0,0,0,58584,59250,52413,44436,28098,26749,2700,2219,1727,1120,1500,1100,0
30000,1,3,2,34,2,2,2,0,0,2,10522,10148,8587,8366,8528,7030,1200,0,1200,1500,0,460,1
230000,2,4,1,42,0,0,0,0,0,0,147396,151030,145550,135626,103789,108348,10000,7000,5065,5000,10000,5000,0
100000,1,4,1,43,0,0,0,0,0,0,42451,43564,45522,46832,37683,28680,2100,3000,2500,2000,2000,2000,0
160000,1,4,2,41,0,0,0,0,2,2,42863,43874,44843,50072,49142,52336,2000,2000,6000,0,4200,2000,0
60000,2,2,1,47,2,3,2,2,2,2,20347,19727,20909,21168,21520,21805,0,1800,900,1000,774,0,1
360000,2,3,1,45,0,0,-2,-2,-1,-1,12040,0,0,0,150,1728,0,0,0,150,1728,0,0
120000,2,4,2,26,0,0,0,0,0,0,110934,99271,90066,80165,78108,77588,4432,2988,4492,2797,2991,2900,0
360000,1,4,1,36,-2,-2,-2,-2,-2,-2,8162,3141,587,1647,1745,597,3144,590,1670,1748,600,11883,0
170000,1,4,1,45,-1,-1,-1,-1,-1,-1,3479,570,0,1546,4981,4769,570,0,1546,4981,4769,6452,0
450000,2,3,1,36,-1,-1,-1,-1,-1,-1,3087,2081,198,9532,3420,130,2081,198,9532,3420,130,878,0
50000,2,2,2,51,2,2,2,2,2,0,32215,33384,34554,35690,34817,36252,2000,2000,2000,0,2000,2000,0
20000,2,3,1,42,0,0,0,0,0,0,16560,17278,18289,18653,19195,19580,1293,1304,668,843,853,790,1
200000,1,3,1,51,-1,-1,-1,-1,-1,-1,1690,0,396,792,0,396,0,396,792,0,396,792,1
200000,2,3,1,45,-1,2,2,2,0,0,8934,5264,6769,2487,1857,0,0,2491,0,0,0,4313,0
30000,1,2,1,42,-1,-1,-1,-1,-1,2,390,390,390,240,1320,780,390,390,240,1470,0,0,0
140000,2,3,1,34,0,0,0,0,0,0,15550,17780,18226,19915,20891,21542,2500,1500,2000,1300,1000,1500,0
30000,2,2,2,22,1,2,2,0,0,0,29010,29256,28122,29836,1630,0,1000,85,1714,104,0,0,1
80000,2,3,1,61,0,0,0,0,0,0,74156,73878,64656,60537,42610,42769,3000,2506,3008,3000,2000,3000,0
70000,1,4,2,31,-2,-2,-2,-2,-2,-2,25856,13737,7716,25732,46671,26516,13737,7716,25740,46684,26516,56017,0
290000,2,1,2,35,0,0,0,0,0,0,33278,33694,32453,27981,14096,10240,1600,1700,2015,2000,1000,1000,0
140000,2,2,1,39,0,0,0,0,0,0,108028,104626,101376,80840,75462,75957,3889,4412,3000,3000,3000,4000,0
100000,2,3,1,40,0,0,0,0,0,0,89236,90828,83479,73749,68512,72518,3162,3523,3025,2344,5000,3000,0
20000,1,3,2,30,0,0,0,0,0,-2,28674,15491,16299,16428,0,0,1392,1200,329,0,0,8644,0
120000,2,2,1,61,1,2,0,0,0,0,121709,78369,61849,57737,59174,60651,99,8800,2700,3000,2600,2200,1
140000,1,3,1,47,3,3,3,2,0,0,192182,187720,189659,185477,189351,193122,0,6500,0,6497,6536,6760,1
70000,2,2,1,52,-1,-1,-1,0,0,0,1000,1098,28229,28046,24446,22151,1098,30005,1350,800,750,780,0
90000,1,2,2,25,1,3,2,2,2,2,25179,24496,23325,24336,24817,25338,0,0,1405,886,919,1104,1
110000,1,3,2,24,0,0,0,0,0,0,74349,70338,71796,73253,74138,75691,3101,3187,3244,2700,2748,3331,0
150000,2,4,2,39,3,2,2,-1,-1,-2,99,99,0,1980,0,0,0,0,1980,0,0,0,0
360000,1,3,1,44,-1,-1,-1,-1,-1,-1,5101,9358,15452,9990,6515,5694,9419,15485,9995,6515,5694,12785,0
220000,2,4,2,45,-1,-1,-1,-1,-1,-1,4624,2874,1210,632,15243,5471,2888,1216,640,15251,5472,4045,0
20000,2,3,1,37,-1,-1,-1,-1,-1,0,425,1626,460,360,1520,1160,1629,460,360,1520,0,2233,0
390000,1,3,2,29,0,0,0,0,0,0,160537,186227,189792,109806,69845,48101,30000,9000,5000,2815,2111,3000,0
20000,2,2,2,46,1,2,0,0,0,0,18505,17898,18067,18917,18717,17144,0,1800,1600,400,0,0,0
90000,2,3,1,35,-1,-1,-1,-1,-1,-1,6574,3997,5740,27384,3665,26721,4192,5743,27391,3667,26724,1799,0
360000,1,4,2,29,0,0,0,0,0,0,90071,83204,75869,58219,45605,32245,3032,2311,1570,1500,983,3000,0
50000,2,4,2,27,2,2,2,2,2,2,45722,46694,47617,48542,49630,50047,2000,2000,2000,2000,1700,2000,1
280000,1,4,1,34,0,0,0,0,0,0,188698,353481,152132,138990,136778,137641,6337,6000,4974,5041,5215,7000,0
130000,2,4,2,28,-1,-1,-1,-1,-1,-1,2936,1688,5890,1113,1283,3000,2464,5890,1113,1283,3000,883,0
70000,1,3,1,38,0,0,0,0,0,0,52121,53235,52015,38985,36097,36995,1965,1995,1336,1430,1500,1292,0
240000,2,3,1,29,0,0,0,0,0,0,81274,83030,84945,65601,66901,68086,3101,3385,2377,2387,2472,2475,0
360000,2,3,1,31,-2,-2,-2,-2,-2,-2,990,990,990,990,990,990,990,990,990,990,990,4970,0
10000,1,3,2,23,2,2,7,7,7,7,2400,2400,2400,2400,2400,2400,0,0,0,0,0,0,1
20000,2,2,2,24,-1,-1,-2,-2,-1,0,12509,0,0,0,13398,7224,0,0,0,13398,0,0,0
70000,2,3,2,55,0,0,0,0,0,0,57867,53214,54571,42413,42946,43843,1920,2230,2004,1537,1589,1598,0
310000,2,3,1,41,-1,-1,-1,-1,-1,-1,530,7233,4158,8408,542,2314,7233,4318,8408,542,2314,648,0
500000,1,3,2,28,0,0,0,0,0,0,24677,28287,32988,21579,26674,28697,7013,8071,3013,8012,5019,2006,0
20000,1,3,2,26,0,0,0,0,0,0,4491,5906,7298,8515,9869,11196,1500,1500,1500,1500,1500,1500,0
130000,1,3,1,42,-1,-1,-1,-1,-1,-1,396,396,396,396,396,396,396,396,396,396,396,396,0
200000,2,2,2,42,1,-1,-1,-1,-1,2,-105,5237,2297,-3903,11989,11839,10000,2509,0,24000,0,27000,0
500000,1,3,1,48,-1,-1,-1,-1,-1,-1,28352,35294,74846,37985,33050,22185,35465,75212,38169,33209,22289,22289,0
180000,2,4,1,44,0,0,0,2,0,0,123100,125674,145212,141409,142861,166960,6102,23200,0,5295,26550,6045,0
400000,2,3,2,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
50000,2,3,1,26,1,-1,2,2,-2,-2,0,1000,2000,0,0,0,1000,0,0,0,0,0,0
100000,1,3,2,44,2,2,2,2,2,2,80358,81344,84133,84873,82613,87461,2900,5000,3000,0,6200,4000,1
30000,2,2,2,48,-1,-1,-1,-1,-1,-1,2946,0,390,390,390,0,0,390,390,390,0,780,1
210000,2,4,2,33,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,2,3,2,32,0,0,0,0,0,0,16007,19643,23213,27547,31151,37673,5000,5000,6000,5000,8000,10000,0
160000,2,2,1,51,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,1,2,2,30,2,0,0,0,0,0,79629,78010,5976,5812,4788,3758,1691,1106,1060,154,147,127,1
50000,2,3,1,29,0,0,0,0,0,0,26052,27631,29128,29707,28825,29022,2000,2000,2500,1033,1053,1034,0
30000,2,3,1,42,2,0,0,0,0,0,5288,6310,8693,11541,13344,15118,1117,2500,3000,2000,2000,553,1
30000,2,3,2,22,0,0,0,0,0,0,29668,29744,29068,29567,29144,29541,1555,2165,3002,1005,3000,2000,0
80000,1,3,2,27,0,0,0,0,0,0,78406,52520,27543,51180,27017,28560,1500,3024,1200,2000,2000,1000,0
210000,2,2,1,37,-2,-2,-2,-2,-2,-2,138398,109115,101912,62959,60767,41150,5000,5000,2500,2800,2000,0,0
20000,2,3,1,45,0,0,0,0,0,-2,18569,40278,18760,18662,0,0,2500,3000,1000,0,0,0,0
210000,2,4,2,40,0,0,0,0,0,0,160161,156015,150349,147788,145958,145667,5500,7000,6693,5307,5441,5463,0
170000,2,4,2,40,-2,-2,-1,0,0,0,-3549,-8964,157499,160946,50228,53525,4557,168499,12008,3000,4000,10000,0
20000,2,4,2,25,0,0,2,0,0,0,11968,14564,27820,15824,15761,12510,2800,0,4000,1700,1000,2000,1
120000,1,4,1,32,0,0,0,0,-2,-2,106552,110787,112900,0,0,0,6000,5500,0,0,0,0,0
300000,2,3,1,34,0,0,0,0,0,0,86116,83724,80721,79939,58586,14570,3894,2783,3575,1605,1520,0,0
80000,2,3,2,36,-2,-2,-2,-2,-2,-2,3966,0,0,0,0,0,0,0,0,0,0,0,0
110000,1,3,2,55,0,0,0,0,2,0,51716,113395,111693,115073,111811,111719,65668,4267,9455,0,3991,8071,1
60000,2,3,2,31,2,2,2,2,0,-1,57880,56355,59327,35305,17655,77775,0,4058,34,3000,40793,4952,1
250000,1,2,1,39,-1,-1,-1,-1,-1,-2,1976,3314,0,800,3576,0,3318,0,800,3576,0,0,0
130000,1,2,1,39,-2,-1,-1,-1,-1,-1,957,6214,1625,728,2464,1139,6220,1628,730,2466,1145,650,0
50000,1,3,2,24,1,2,2,2,2,2,25932,24924,22599,24613,23922,25481,1800,0,2700,0,2100,0,0
230000,2,4,2,29,-1,-1,-1,-1,0,-1,2521,-1000,12009,5627,215,3039,0,13009,8018,0,3039,2000,0
320000,2,2,2,54,-1,-1,0,0,0,0,54661,183429,303849,299996,307016,308110,183429,203849,22080,10000,10000,0,0
160000,1,4,2,26,-1,-1,-1,-1,-1,-1,1433,3746,30258,1036,21572,9528,3757,30348,1044,21636,9556,6066,0
80000,2,3,2,22,0,0,0,0,0,0,2524,5097,6107,7141,7355,7357,3000,1500,1500,700,500,500,0
150000,1,4,2,26,0,0,0,0,0,0,26443,27996,28963,8355,10355,12355,2000,2000,2000,2000,2000,2000,0
50000,2,3,2,23,2,2,-2,-2,-2,-1,4338,0,0,0,0,74,0,0,0,0,74,390,1
240000,2,4,2,31,0,0,-2,-2,-2,-1,43601,-15,-15,-15,-15,1185,0,0,0,0,1200,0,0
330000,2,3,2,27,0,0,0,0,0,0,237515,230471,233421,201240,186444,158521,11012,11012,6548,6497,6037,5141,0
290000,2,4,1,34,0,0,0,0,0,0,276365,199540,191188,145089,137942,116689,9263,9041,7027,10088,8027,10025,0
500000,2,4,1,38,0,0,0,0,0,0,238708,313903,323841,319331,316208,304388,90012,28000,15000,9494,108914,18200,0
120000,2,4,1,35,0,0,0,0,0,0,9756,12092,15516,17373,17950,18363,2519,3643,2500,1000,689,1000,0
90000,2,3,1,48,0,0,0,0,0,0,43810,44504,46174,47193,48105,49327,1723,2393,2090,2000,2000,1803,0
180000,2,3,2,42,2,2,2,2,2,2,50420,51818,52372,52917,54123,55176,2500,2000,2000,2200,2100,2200,1
50000,1,3,1,43,0,0,0,0,0,0,48919,48775,48731,48934,29116,28999,1800,2200,1400,582,580,30000,0
20000,1,3,1,34,0,0,0,0,0,2,9662,10673,11998,13010,13750,13389,1180,1505,1517,1257,0,900,1
10000,2,3,2,22,1,2,2,2,0,0,8925,8637,10277,9736,9704,9725,0,1800,0,500,600,500,0
390000,1,3,2,29,-1,-1,-1,0,0,-2,6664,6931,5985,7151,-200,-200,6931,5985,7000,0,0,0,0
210000,2,4,1,43,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
360000,1,3,1,45,-1,-1,-1,-1,-1,-1,18552,836,836,836,986,986,836,836,836,986,986,611,0
200000,2,4,2,35,-1,-1,-1,-1,-1,-1,467,2628,287,9471,985,4489,2700,1000,9500,1000,4500,1301,0
230000,1,4,1,44,-1,-1,-1,-1,0,-1,815,815,815,1630,815,815,815,815,1630,0,815,629,0
150000,1,3,1,37,0,0,0,0,0,0,27707,28434,29356,30777,32193,32589,1477,1489,2000,2000,1169,1194,1
20000,1,2,2,26,-1,3,2,0,0,0,20780,20172,19400,20000,20000,0,0,0,1000,0,0,0,0
280000,1,3,2,38,2,2,2,2,0,0,163675,168581,170775,166749,168739,166757,9000,6000,5,5858,5741,5608,1
110000,2,4,2,31,0,-1,-1,-2,-2,-2,14268,2491,0,0,0,0,2491,0,0,0,0,0,0
130000,2,3,1,28,2,0,0,0,0,-2,98606,100143,50456,50000,0,0,4500,2500,1000,0,0,0,0
50000,2,2,1,50,0,0,2,0,0,0,35415,38940,36319,22538,23013,23465,6960,0,1000,1000,1000,1000,0
130000,1,3,2,27,0,0,0,0,0,0,84579,86256,88093,89837,91625,92822,3084,3224,3236,3257,3509,3428,0
150000,2,3,2,53,0,-1,-1,-1,-1,-1,11467,11052,10252,20618,10457,9624,11053,10253,11000,11500,10000,24000,0
80000,2,4,2,30,1,-1,-1,-1,-2,-2,0,1313,880,0,0,0,1313,883,0,0,0,0,0
360000,2,3,2,34,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,4,2,30,-2,-2,-2,-2,-1,-1,52806,12871,4876,9128,10460,5157,13497,4372,18853,10975,5157,15182,0
110000,2,3,2,25,0,0,0,0,0,0,111115,113515,111815,79375,78541,79731,6000,5000,3000,3100,3000,3000,0
180000,2,3,1,42,0,0,0,0,0,0,132986,126825,109319,111343,91966,82280,6167,5800,5700,3600,3000,3234,0
360000,2,4,2,33,0,0,0,0,0,0,20376,17726,18797,15816,16112,10793,1500,2016,1095,1024,350,1323,0
20000,1,2,2,32,0,0,0,0,0,2,3448,4460,5326,6574,7417,2246,1230,1096,1344,1187,285,66,0
140000,2,4,2,25,2,0,0,0,0,0,26623,28863,34049,36061,40003,45423,3000,6000,3000,5000,6000,5000,1
80000,2,3,2,24,0,0,0,0,0,-1,13118,11622,12011,3210,1651,2256,1500,1511,1000,1000,2256,924,0
50000,2,2,2,23,2,2,2,2,2,2,42304,45327,46294,47147,46272,49050,3695,2000,1900,0,3700,0,1
50000,2,3,2,31,0,-1,-1,-2,-1,-1,9514,2067,-6,-409,793,2385,2100,405,0,2385,2385,3000,0
20000,2,2,1,31,1,2,0,0,0,0,15903,15350,16438,17250,17601,17982,0,1343,1155,506,538,600,1
70000,2,3,2,26,3,2,2,2,2,2,49201,48134,52431,52479,53345,52333,0,5100,2000,2000,0,4046,1
100000,1,4,2,33,0,0,0,0,0,0,68073,64109,65302,73056,74034,44825,5000,3200,10000,10000,10000,10000,0
50000,1,4,1,47,0,0,0,0,0,0,11066,15539,17274,19975,23632,25242,5000,2000,3000,4000,2000,0,0
70000,2,4,2,27,-1,-1,-1,-1,-1,-1,157,157,157,157,157,307,157,157,157,157,307,507,0
300000,2,3,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,1,4,1,44,-1,2,2,-2,-2,-2,655,265,-125,-515,-905,-905,0,0,0,0,0,0,1
20000,1,3,2,25,-1,3,2,2,-2,-2,11657,11045,2160,0,0,0,0,21,10800,0,0,0,1
350000,2,4,1,33,0,-1,-1,-1,-1,-1,82964,68532,17926,17966,30741,31088,68940,18018,18058,30897,31244,88461,1
50000,2,4,2,25,0,0,0,0,0,0,23794,22588,20376,10203,9868,9700,1398,1136,483,340,368,300,0
150000,2,2,1,29,0,0,0,0,0,0,8902,9231,9124,9356,8572,9541,1200,1300,1000,1572,1000,1000,0
170000,2,3,2,33,-1,-1,-2,-1,-1,-1,298,0,0,467,203,0,0,0,467,203,0,1116,0
50000,2,4,2,26,-1,-1,-2,-2,-1,0,5052,0,0,0,4400,9318,0,0,0,4400,5000,7000,0
50000,2,4,2,49,2,2,4,4,4,4,150,150,150,150,150,150,0,0,0,0,0,0,1
360000,2,3,1,29,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
200000,2,4,2,29,0,0,0,0,2,0,61099,64160,76593,93988,50292,10510,4160,14593,20150,0,5739,12050,0
30000,1,3,2,37,3,2,2,7,7,7,2379,2379,2379,2379,2379,2379,0,0,0,0,0,0,1
80000,1,3,1,47,0,0,0,0,0,0,52690,51560,51047,48260,46198,43253,2022,1711,1584,1576,1690,1285,0
280000,2,3,1,48,2,-1,0,0,0,0,9511,35852,36875,75016,38304,27383,35852,1467,1200,1792,15137,0,1
230000,2,4,2,32,1,2,2,2,0,0,205498,210424,212979,207759,212014,225246,10000,7598,0,8000,17000,0,1
330000,2,4,1,36,0,0,0,0,0,0,95255,101046,100349,100218,100334,98097,10500,4074,3600,4005,3600,3400,0
360000,2,4,2,26,-2,-2,-2,-2,-2,-2,145,3526,8510,7831,8864,10845,3600,8510,4000,5000,5000,5398,1
350000,1,4,1,70,0,0,0,0,0,0,106813,100895,70244,64839,57583,45554,4000,3371,2089,3008,1300,1500,0
300000,2,2,2,40,-1,-1,-1,-1,-1,-1,390,390,390,390,390,390,390,390,390,390,390,390,0
20000,2,3,1,42,0,0,0,0,0,0,19185,18621,19605,19717,19203,19871,1323,1307,691,705,995,722,0
20000,2,2,1,23,0,0,0,0,2,2,20030,18808,17080,18293,18752,19195,1600,1300,1500,900,900,787,0
70000,2,2,2,29,-1,-1,2,0,0,0,24336,25510,24726,25377,24818,14978,3010,0,875,600,1000,600,0
10000,1,3,2,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884,0,1600,500,0,1000,0,1
110000,2,2,1,44,0,0,0,0,0,0,13348,70263,67431,64534,65873,66974,67431,2378,2458,2530,2338,1473,1
30000,1,3,1,40,1,4,3,2,2,3,14557,14039,13528,13810,14488,13971,0,0,800,1200,0,0,1
50000,2,4,2,24,-2,-2,-2,-2,-2,-2,894,1020,0,0,0,0,1020,0,0,0,0,0,0
200000,2,3,1,33,0,0,0,0,0,0,23870,25168,26451,27437,29401,31939,2000,2000,1437,2401,3000,6000,0
310000,2,3,2,51,-2,-2,-2,-2,-2,-2,107,0,0,235,0,0,0,0,235,0,0,584,0
200000,1,3,1,51,2,-1,-1,-1,-1,-1,206,2522,1261,0,1261,-1261,2522,1261,0,1261,0,5242,1
30000,1,3,2,25,0,0,0,0,0,0,7653,8864,10062,11581,12580,13716,1500,1500,2000,1500,1500,1500,1
170000,1,3,2,29,-2,-2,-2,-2,-2,-2,12159,10000,10000,10000,9983,15846,10000,10000,10000,9983,15863,10000,0
110000,1,4,2,25,2,0,0,0,2,0,109887,99030,89317,80674,79311,81246,3500,6748,5700,0,3200,5700,1
50000,2,4,1,32,0,0,0,0,0,2,27447,28187,29220,30547,32329,31677,1500,1491,1818,2600,0,1400,0
20000,1,3,2,22,2,3,2,2,2,0,15662,16004,17046,16676,16704,16984,900,1600,200,600,700,2100,0
180000,1,3,1,57,0,0,0,0,0,0,182329,177183,177694,127051,128562,129128,9000,7000,5000,5000,10000,5000,0
180000,2,2,2,28,0,0,0,0,0,0,176802,179271,180382,132104,129772,124734,6963,6208,3749,4365,4517,177,0
360000,1,4,2,26,1,-2,-2,-2,-2,-1,-1917,-1917,-1917,-1917,-1917,18083,0,0,0,0,20000,1000,0
50000,1,3,2,35,0,0,0,0,0,0,18510,19418,21097,21759,22421,23061,1500,2000,1000,1000,1000,1203,0
160000,2,4,2,35,0,0,0,0,0,0,61089,53073,46508,42835,46169,40482,1965,1972,1509,4000,3000,4000,0
110000,2,3,2,25,1,2,0,0,0,0,113385,109924,111805,108207,75808,78490,3900,6000,4380,3000,5000,10000,0
60000,2,3,1,36,0,0,0,0,-1,0,57262,27275,22095,14293,12217,16170,5816,1000,5000,12217,8000,1100,0
310000,2,2,2,38,-2,-2,-2,-1,0,0,-41,8198,342,41726,15051,8663,8239,344,41884,5025,40,3,0
220000,2,4,1,43,-1,-1,-1,2,-1,0,941,911,9743,7480,22880,880,920,9752,0,22880,0,7270,1
20000,2,2,1,43,2,0,0,0,0,0,18310,18739,19411,20209,19880,4341,1300,1500,1257,456,149,191,1
160000,2,4,1,42,-1,-1,-1,-1,-1,-1,3607,4417,1058,2146,2534,2242,4417,1058,2146,2534,2242,2254,0
30000,2,3,2,22,1,2,2,0,0,-2,22167,22474,18180,15900,0,0,1000,150,0,0,0,0,0
80000,2,2,1,50,-1,0,0,2,2,2,67328,69356,73445,74645,73330,78032,3113,5850,3000,0,6103,0,1
50000,2,3,2,23,0,0,0,0,0,0,37259,32822,20669,4510,2893,2000,1750,1150,1000,300,400,800,0
80000,1,1,2,23,1,-1,-1,-1,0,0,-24,3032,3318,1278,2541,15452,3056,3324,1278,2003,15000,13004,0
120000,2,4,2,28,0,0,0,2,0,0,75982,78213,82563,78273,79914,81514,3451,6275,0,2898,2926,6210,1
50000,1,2,2,24,-1,-1,-1,-1,0,0,2562,8743,-290,18115,18495,18804,8769,0,18650,659,1000,1000,0
50000,2,2,2,27,0,0,0,2,2,2,41991,42736,45821,46767,45886,48701,1720,3805,2000,0,3581,0,0
160000,1,4,1,41,-1,-1,-1,-1,-1,2,776,230,1350,1310,2374,1444,230,1500,1310,1444,0,1000,1
150000,2,3,3,26,-2,-2,-2,-2,-2,-2,4181,25988,3177,49174,11823,669,26034,3182,49174,11823,669,1534,0
180000,2,3,2,29,-2,-1,-1,-1,-1,-1,4000,6028,6028,3996,9062,3997,6028,6028,3996,9066,3997,6992,0
110000,1,3,2,34,2,0,0,0,0,2,108180,107597,89775,47139,47259,46348,5000,3000,2020,5000,0,3000,0
30000,2,3,1,27,2,2,2,3,3,4,26648,27536,28203,29048,29903,30431,1600,1400,1600,1600,1600,1000,0
210000,2,4,1,38,1,-2,-1,-1,-1,-1,0,0,517,-1,932,1066,0,517,0,933,1066,462,0
160000,2,2,2,26,0,0,0,0,-2,-2,2454,3488,4443,0,0,0,1083,1038,0,0,0,97502,0
260000,2,3,1,35,-2,-2,-2,-2,-2,-2,3439,10034,256,274,388,766,10127,258,274,388,766,1185,0
420000,2,3,1,32,0,0,0,0,0,0,89863,16500,17493,17215,17248,17763,1782,1275,1281,617,793,1000,0
20000,1,4,2,27,0,0,0,0,0,0,19483,18956,18742,19738,15627,15753,1258,1404,1400,399,604,2500,0
30000,2,4,2,30,0,0,0,0,0,0,4480,8381,12085,16788,18388,23228,4000,5000,5000,2000,5000,500,0
160000,2,3,2,29,0,0,0,-1,-1,0,21898,23075,24010,400,16903,17248,5004,8004,400,16903,345,352,0
50000,2,3,2,27,2,2,2,2,0,0,19410,22085,23435,22765,22990,23369,3000,2000,0,900,900,1006,1
160000,2,3,2,24,2,2,2,2,2,2,67018,67257,68939,72267,73602,75133,1900,3400,5100,2800,2900,2800,0
310000,2,3,1,37,-2,-2,-2,-1,0,0,100648,-2000,3500,159028,162372,165588,716,6000,159028,5899,5921,6130,0
50000,1,4,2,28,1,2,0,0,0,-1,50146,47918,48866,4372,-1203,49830,0,2400,1000,0,51830,0,0
360000,2,4,2,26,-1,-1,-1,-1,0,-1,724,125,416,190,190,66,125,418,190,0,66,151,0
280000,1,3,1,31,0,0,0,0,0,0,235937,178376,183488,188165,99133,101547,7000,8000,8000,5000,4003,5000,0
470000,1,3,1,31,0,0,0,0,0,0,12281,13323,13149,15824,19424,27522,2014,3000,3000,4000,8098,3000,0
60000,2,3,1,36,0,0,0,0,0,-1,59945,57262,27275,22095,14293,12217,1805,5816,1000,5000,12217,8000,0
120000,1,3,2,30,0,0,0,0,0,0,100802,104378,106651,108362,96168,99399,5200,5500,5000,5000,5000,5000,0
80000,2,3,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,2,3,1,35,-1,-1,-1,-1,-2,-1,1866,590,360,0,0,414,590,360,0,0,414,0,0
220000,1,4,2,48,0,0,0,2,0,0,115294,117945,130365,126780,129570,133553,6000,16000,0,5000,6300,3000,0
230000,2,2,2,30,0,0,0,0,0,0,1873,2778,4734,6642,8520,9869,1500,2000,2000,2000,1500,2000,1
590000,2,4,2,31,1,-1,-1,-1,-1,0,-154,240,244,-1469,925,3319,1000,1026,0,3000,3000,2271,0
500000,1,4,2,42,2,0,0,0,0,0,419352,428101,436809,443840,452841,468305,17008,17326,16101,16634,23501,20623,1
